id,listing_url,name,experiences_offered,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people
31259829,https://www.airbnb.com/rooms/31259829,Newly Renovated Studio in Heart of Kenmore SQ,none,233896184,Dave,2019/1/2,US,,N/A,N/A,N/A,f,Fenway/Kenmore,1,1,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2215,Boston,"Boston, MA",US,United States,42.34909,-71.0928,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$120.00,,,$0.00,$75.00,1,$0.00
31260941,https://www.airbnb.com/rooms/31260941,Spacious & Cozy Apartment in the Heart of Boston,none,76001610,Sophia,2016/6/5,"Boston, Massachusetts, United States","Eastern European in Boston! Love to travel, meet new people, and experience things. ",within an hour,100%,N/A,t,Downtown Crossing,3,3,"Boston, MA, United States",Beacon Hill,Downtown,,Boston,MA,2108,Boston,"Boston, MA",US,United States,42.35733,-71.06241,t,Apartment,Entire home/apt,4,1,1,3,Real Bed,$150.00,,,"$1,000.00",$50.00,2,$35.00
31261025,https://www.airbnb.com/rooms/31261025,"(X7) Back Bay Studio, Cute and Cozy",none,233908696,Elizabeth,2019/1/2,US,,within an hour,100%,N/A,f,Back Bay,4,4,"Boston, MA, United States",Back Bay,Back Bay,,Boston,MA,2116,Boston,"Boston, MA",US,United States,42.35376,-71.07739,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,$90.00,,,$100.00,$55.00,1,$0.00
31262321,https://www.airbnb.com/rooms/31262321,"3-BEDROOM APT! CHIC, CLEAN & COZY SANCTUM LIVING",none,196631266,Nakeisha,2018/6/19,"Boston, Massachusetts, United States",My name is Nakeisha! I am an Entrepreneur born and raised in Boston. I love traveling and creating New Business Endeavors. I Own a Cleaning/Painting company operated right here in Boston and I also Fix and Flip Homes. I believe in the love of the UNIVERSE!! Welcome to my AirBNB you will not be disappointed,within an hour,100%,N/A,t,Dorchester,2,2,"Boston, MA, United States",Dorchester,Dorchester,,Boston,MA,2124,Boston,"Boston, MA",US,United States,42.28923,-71.07817,t,Apartment,Entire home/apt,6,1,3,4,Real Bed,$325.00,,,"$1,000.00",$65.00,1,$0.00
31357314,https://www.airbnb.com/rooms/31357314,Best Location Ever in Bnb,none,233366616,Jennifer,2018/12/30,US,,within an hour,100%,N/A,f,,1,1,"Boston, MA, United States",Downtown,Downtown,,Boston,MA,2111,Boston,"Boston, MA",US,United States,42.35309,-71.05831,f,Apartment,Entire home/apt,4,1,1,1,Real Bed,$99.00,,,$0.00,$99.00,1,$0.00
31358372,https://www.airbnb.com/rooms/31358372,Large Comfortable 2 Bedroom in Cozy Neighborhood,none,20079643,Boston Corporate Housing,2014/8/15,"Boston, Massachusetts, United States","Our company, Boston Corporate Housing, has been hosting visitors, companies, doctors and patients, and much more for the past ten years. We provide short term housing across Boston in key areas. Our reputation for excellent customer service and luxury living is known to all our customers. Check out our 1 or 2 Bedroom/Bathroom apartments today!

Our Charles River Park locations are walking distance to Mass General Hospital (MGH), The Museum of Science, The TD Banknorth Garden, The North End, The Galleria Mall and much more. There is free ground transportation to all the other major hospitals in Boston as well.

Our Apartments in Longwood Area are  right by Brigham & Women’s Hospital, Dana Farber, Boston Children’s Hospital, Beth Israel, Mass Eye and Ear at Longwood, Harvard Medical/ Dental School and other Universities,  with nearby Parks and Recreation, Stop and Shop, Walgreens, Various Restaurants, Museum of Fine Arts. Green Line subway stations...
",within an hour,100%,N/A,t,West End,19,19,"Boston, MA, United States",West End,West End,,Boston,MA,2114,Boston,"Boston, MA",US,United States,42.36563,-71.06892,t,Apartment,Entire home/apt,4,2,2,3,Real Bed,$310.00,,,,,1,$0.00
31364150,https://www.airbnb.com/rooms/31364150,1 BR in Back Bay. Only 2 min walk from Newbury St!,none,36824074,Blake,2015/6/26,"Boston, Massachusetts, United States",,N/A,N/A,N/A,f,Back Bay,1,1,"Boston, MA, United States",Back Bay,Back Bay,,Boston,MA,2115,Boston,"Boston, MA",US,United States,42.35059,-71.08983,t,Condominium,Entire home/apt,2,1,1,2,Real Bed,$175.00,,,$0.00,$75.00,1,$0.00
31370963,https://www.airbnb.com/rooms/31370963,Charming 2BR in Beacon Hill w/ W/D close to Boston Common by Blueground,none,107434423,Blueground,2016/12/16,"New York, New York, United States","Blueground is changing the way the world experiences furnished living.

We take perfectly located apartments and turn them into beautifully-designed and thoughtfully-equipped homes available for stays of 30 days or longer. 

Each Blueground property comes with modern furniture, premium linens, high-speed WiFi, and everything else you need to get up and running from day one.

All backed by our dedicated, on-the-ground support team, Blueground makes finding a new place to call home frictionless. Show up and start living with Blueground today.

Founded in 2013, Blueground is currently present in nine cities around the world and has a portfolio of more than 1500 premium properties... and growing. ",within an hour,98%,N/A,f,Cambridge,855,855,"Boston, MA, United States",Beacon Hill,Beacon Hill,,Boston,MA,2114,Boston,"Boston, MA",US,United States,42.36086,-71.07141,f,Apartment,Entire home/apt,4,1,2,2,Real Bed,$255.00,,,,$150.00,2,$0.00
31371484,https://www.airbnb.com/rooms/31371484,Lovely Back Bay Studio,none,64530324,Todd,2016/3/26,"New York, New York, United States",,N/A,N/A,N/A,f,,1,1,"Boston, MA, United States",Back Bay,Back Bay,,Boston,MA,2116,Boston,"Boston, MA",US,United States,42.35213,-71.08397,f,Apartment,Entire home/apt,1,1,0,1,Real Bed,$175.00,,,,,1,$0.00
31418186,https://www.airbnb.com/rooms/31418186,"Private room with 1 queen, 1 twin beds, Boston, MA",none,155439794,MichelleY,2017/10/20,"Boston, Massachusetts, United States",,within an hour,99%,N/A,t,Allston-Brighton,8,8,"Boston, MA, United States",Allston-Brighton,Brighton,,Boston,MA,2135,Boston,"Boston, MA",US,United States,42.35223,-71.16417,t,House,Private room,3,2,1,2,Real Bed,$55.00,,,$250.00,$20.00,2,$25.00
31429443,https://www.airbnb.com/rooms/31429443,Flat in the Jamaica Plain Hills,none,884747,Meg,2011/7/28,"Boston, Massachusetts, United States",,within an hour,100%,N/A,t,Jamaica Plain,1,1,"Boston, MA, United States",Jamaica Plain,Jamaica Plain,,Boston,MA,2130,Boston,"Boston, MA",US,United States,42.31147,-71.09915,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,$125.00,,,$0.00,$30.00,1,$0.00
31433622,https://www.airbnb.com/rooms/31433622,★Professional & Bright Bedroom at Family Home★,none,54749443,Curt & Thanh (With Hieu & Kim),2016/1/15,"Boston, Massachusetts, United States","Welcome to our Airbnb!

Started in Summer 2016, we have continued to dedicatedly accommodate guests from across the country and around the world. The homeowners are Hieu and Kim, the kindest and most hospitable owner's around.

As for us- your Airbnb Managers!

Curt is an entrepreneurial Biochemistry/Pre-Med graduate, currently volunteering in Pediatric Emergency at Massachusetts General Hospital (MGH). Hosting while preparing for medical school, he'd gladly put a band-aid on your boo-boo when needed! Thanh is a working professional as Pharmacy Technician for Boston Children's Hospital (#1 ). She looves to bake and has contributed to the successful opening of popular local cafes!

Amongst our daily lives, we've discovered this way of meeting diverse people and have become passionate about hosting our guests. Our house is made welcome to you. As fellow traveler's, we understand the importance of experiencing a reliable, enjoyable, and successful trip. In return, we expect the same respect and kindness while staying in our home.

We appreciate you taking the time to consider staying with us and are always open to responding to inquiries. Hope to see you soon, and have a safe journey!",within an hour,100%,N/A,t,Dorchester,3,3,"Boston, MA, United States",Dorchester,Dorchester,,Boston,MA,2124,Boston,"Boston, MA",US,United States,42.29895,-71.06779,t,House,Private room,4,1,1,2,Real Bed,$69.00,,,$0.00,$20.00,1,$10.00
31438747,https://www.airbnb.com/rooms/31438747,COZY & CLEAN APT NEXT TO PRUDENTIAL CENTER,none,19737451,Daniela,2014/8/9,"New York, New York, United States","Just a Venezuelan girl living in New York  with my boyfriend Victor, renting a room in our lovely apt in Williamsburg to friendly souls in need of accommodation :) ",within a few hours,57%,N/A,f,Fenway/Kenmore,4,4,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2115,Boston,"Boston, MA",US,United States,42.3404,-71.08922,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,$150.00,,,$0.00,$0.00,1,$0.00
31446070,https://www.airbnb.com/rooms/31446070,Home away from home in East Boston,none,3886688,Obi,2012/10/16,"New York, New York, United States","Laid back, enjoys music, love math and appreciates good people!",N/A,N/A,N/A,f,East Boston,1,1,"Boston, MA, United States",East Boston,East Boston,,Boston,MA,2128,Boston,"Boston, MA",US,United States,42.3736,-71.03645,t,Condominium,Private room,2,1,1,1,Real Bed,$80.00,,,$0.00,$60.00,1,$0.00
31446584,https://www.airbnb.com/rooms/31446584,New 3 Bedroom 2 FullBath Condo-Boston FREE Parking,none,132831413,Suzana,2017/5/31,"Boston, Massachusetts, United States",I love spending time with my family and traveling the world!,within an hour,90%,N/A,f,Allston-Brighton,3,3,"Boston, MA, United States",Allston-Brighton,Brighton,,Boston,MA,2135,Boston,"Boston, MA",US,United States,42.3401,-71.14991,t,Condominium,Entire home/apt,10,2,3,5,Real Bed,$175.00,,,$0.00,$99.00,6,$25.00
31459791,https://www.airbnb.com/rooms/31459791,"3BR Apartment in Boston (Brighton), MA",none,161267491,Rebecca,2017/12/4,"Cambridge, Massachusetts, United States",,within a few hours,100%,N/A,f,Allston-Brighton,2,2,"Boston, MA, United States",Allston-Brighton,Brighton,,Boston,MA,2135,Boston,"Boston, MA",US,United States,42.35461,-71.16496,t,Apartment,Entire home/apt,6,1,3,3,Real Bed,$200.00,,,$0.00,$85.00,1,$0.00
31466069,https://www.airbnb.com/rooms/31466069,(S4) Hotel like Suite in Downtown Boston! BEST!,none,21184200,Airbnb,2014/9/10,"Boston, Massachusetts, United States","Ambitious and full of life! My team,  Samara, Gio, Allen , Theresa and I are here to make your Boston stay, the best stay possible! We are always available to give great travel advice, restaurant & night life suggestions,  and professional Real Estate guidance!   On the Airbnb Messenger, you'll be speaking with myself or one of my teammates! Maintenance & repairs are with Gio or one of our subs! Come visit our Strong city of Boston! Home Sweet Home, professionally managed! ",within an hour,99%,N/A,f,South Boston,67,67,"Boston, MA, United States",Downtown,Downtown,,Boston,MA,2109,Boston,"Boston, MA",US,United States,42.36013,-71.05358,t,Apartment,Entire home/apt,2,1,,1,Real Bed,$155.00,,,$150.00,$60.00,1,$0.00
31484506,https://www.airbnb.com/rooms/31484506,"Open & Bright Beacon Hill 1BR, near the State House by Blueground",none,107434423,Blueground,2016/12/16,"New York, New York, United States","Blueground is changing the way the world experiences furnished living.

We take perfectly located apartments and turn them into beautifully-designed and thoughtfully-equipped homes available for stays of 30 days or longer. 

Each Blueground property comes with modern furniture, premium linens, high-speed WiFi, and everything else you need to get up and running from day one.

All backed by our dedicated, on-the-ground support team, Blueground makes finding a new place to call home frictionless. Show up and start living with Blueground today.

Founded in 2013, Blueground is currently present in nine cities around the world and has a portfolio of more than 1500 premium properties... and growing. ",within an hour,98%,N/A,f,Cambridge,855,855,"Boston, MA, United States",West End,West End,,Boston,MA,2114,Boston,"Boston, MA",US,United States,42.36516,-71.06687,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,$176.00,,,,$150.00,1,$0.00
31487769,https://www.airbnb.com/rooms/31487769,Cozy Three Bedroom Apartment in Jamaica Plain,none,212359760,EVONIFY Corp,2018/8/29,"Boston, Massachusetts, United States",,within an hour,99%,N/A,f,Jamaica Plain,23,23,"Boston, MA, United States",Jamaica Plain,Jamaica Plain,,Boston,MA,2130,Boston,"Boston, MA",US,United States,42.31666,-71.1069,t,Apartment,Entire home/apt,8,1,3,3,Real Bed,$149.00,,,$0.00,$79.00,1,$0.00
31539278,https://www.airbnb.com/rooms/31539278,"3-bed: Verdant JP Delite, Straight Shot Into Town!",none,3945438,Lisa,2012/10/22,"Boston, Massachusetts, United States","I'm a freelance journalist, and nowadays I write mostly about information security, technology careers, diabetes and other health issues. I work from home, so I'm usually here to help my guests out in any way I can. My boyfriend, John, lives here, and if I'm not here to welcome you and give you tips on enjoying Boston, he'll do the honors!

I'm mad about organic gardening, used to keep bees but don't anymore, and my yard is a jungle full of birds and fruit that I wish the birds would let me eat.

I grow things. The garden is one of the best things about this house. It's gotten a little insane. Growth is a little rampant. It might eat you before you reach the front door. I apologize. Send up a flare!

Some of the most amazing times in my life have come about through traveling or hosting travelers to this beautiful city. I love meeting new people, hearing about their adventures, learning more about where they come from, and helping them have a wonderful time here in Boston. 

I've had Thai people help me count the steps out loud in Thai when visiting  a mountain temple in Chiang Mai. I've kayaked from Cambridge, down the Charles River, through the locks, out into Boston Harbor, and into a dock outside The Barking Crab restaurant for a lunch of fried clams—a local favorite! I've been to New Orleans to work with Habitat for Humanity in rebuilding after Hurricane Katrina. I've hiked the White Mountains. I've trekked France, I've studied Spanish in Madrid, I've tossed bread crumbs to fish in Greece. 

Come to Boston, and I'll do everything I can to make sure you make wonderful new travel memories here, dining under my grape arbor, visiting your children's college, walking the Freedom Trail or whatever else you wind up doing!    
",within an hour,100%,N/A,t,Jamaica Plain,6,6,"Boston, MA, United States",Jamaica Plain,Jamaica Plain,,Boston,MA,2130,Boston,"Boston, MA",US,United States,42.30608,-71.11204,t,Apartment,Entire home/apt,6,1,3,3,Real Bed,$330.00,,,$500.00,$150.00,6,$60.00
31557821,https://www.airbnb.com/rooms/31557821,Right Near Convention Center and Train Station,none,235875951,Pete,2019/1/11,"Boston, Massachusetts, United States",Local firefighter in the city of Boston and full time MBA student. Love traveling and seeing the world. Snowboarding is my passion. Very close to family and friends. ,within an hour,100%,N/A,f,South Boston,1,1,"Boston, MA, United States",South Boston,South Boston,,Boston,MA,2127,Boston,"Boston, MA",US,United States,42.34087,-71.05738,t,Condominium,Entire home/apt,5,1,2,3,Real Bed,$179.00,,,$350.00,$50.00,4,$40.00
31563853,https://www.airbnb.com/rooms/31563853,Beautiful South Boston,none,236586859,Laura,2019/1/14,US,,N/A,N/A,N/A,f,South Boston,1,1,"Boston, MA, United States",South Boston,South Boston,,Boston,MA,2127,Boston,"Boston, MA",US,United States,42.33303,-71.04694,t,Apartment,Private room,2,1,1,1,Real Bed,$100.00,,,,,1,$0.00
